business_name,immediate_categories,parent_categories,price
Jumbo Burger,"Burgers, Hot Dogs, Fish & Chips",Restaurants,$
Lowe's,"Home Decor, Furniture Stores, Hardware Stores",Home & Garden,$$
Real Escape Game,Escape Games,Active Life,
Dominion Pub and Kitchen,"Music Venues, Pubs","Bars,Arts & Entertainment,Nightlife",$$
J's Apron,"Coffee & Tea, Breakfast & Brunch","Restaurants,Food",$$
Midfield,Wine Bars,Bars,$$
Curry's Art Store,Art Supplies,Arts & Crafts,$$
Hopper Hut,"Indian, Salad, Sri Lankan",Restaurants,$
Lavish & Squalor,"Women's Clothing, Home Decor, Men's Clothing","Home & Garden,Fashion",$$$
Spadina Auto,Auto Repair,Automotive,
Goa Kitchen,Indian,Restaurants,
Empire Espresso,Coffee & Tea,Food,$
Ehwa J Bar,"Bars, Korean","Restaurants,Nightlife",$$
Junked Food Co,"Ice Cream & Frozen Yogurt, Pizza","Restaurants,Food",$$
Lush,Cosmetics & Beauty Supply,"Beauty & Spas,Shopping",$$
Trans Canada Car Rental,Car Rental,Hotels & Travel,
Life is Sweet,"Desserts, Bakeries",Food,$$
The Bottom Line,"Steakhouses, Pubs, American (Traditional)","Restaurants,Bars",$$
The Red Lantern,"Burgers, Breakfast & Brunch, Pubs","Restaurants,Bars",$$
Lobster King Seafood Restaurant,"Seafood, Chinese",Restaurants,$$$
O'Grady's Tap & Grill,"Irish, Pubs","Restaurants,Bars",$$
Goat Coffee Co,Coffee & Tea,Food,$
Teta's Mediterranean Kitchen & Bakery,Mediterranean,Restaurants,$
Mr. Greek Express,Greek,Restaurants,$
The Yoga Sanctuary,"Pilates, Yoga",Fitness & Instruction,
Live Organic Food Bar - Liberty Village,"Organic Stores, Live/Raw Food","Restaurants,Food",$$
LeTAO,"Desserts, Coffee & Tea, Bakeries",Food,$$
Shunoko,"Sushi Bars, Japanese",Restaurants,$$
Rainforest Cafe,American (Traditional),Restaurants,$$
BarBurrito - Sheppard,"Mexican, Fast Food",Restaurants,$
Hakim Optical Factory Outlet,Eyewear & Opticians,Shopping,$$
Taste of Shawarma,Middle Eastern,Restaurants,$
The Everleigh,"Bars, Dance Clubs",Nightlife,$$
Kim Vietnamese Restaurant,Vietnamese,Restaurants,$
Injapan,"Sushi Bars, Japanese",Restaurants,$$
Positano Restaurant,"Pizza, Italian",Restaurants,$$
Prive Hair Gallery,Hair Extensions,"Beauty & Spas,Hair Salons",$$
Robo Sushi,"Dim Sum, Sushi Bars","Restaurants,Chinese",$$
Flying Pony,"Art Galleries, Cafes","Restaurants,Arts & Entertainment,Shopping",$
Rotate This,"Music & DVDs, Vinyl Records","Books, Mags, Music & Video",$$$
Evergreen Brick Works Farmers' Market,Farmers Market,Food,$$
Aji Sushi,"Sushi Bars, Japanese",Restaurants,$$
Pili Pili,"Indian, African",Restaurants,$$
Kavkaz,Mediterranean,Restaurants,$$
Duke's Cycle,"Bikes, Bike Repair/Maintenance","Sporting Goods,Local Services",$$$
The Velvet Underground,"Music Venues, Venues & Event Spaces","Event Planning & Services,Arts & Entertainment,Nightlife",
The Irish Shebeen,"Irish, Pubs","Restaurants,Bars",$$
Dani Sushi Japanese & Korean Restaurant,"Korean, Japanese",Restaurants,$$
Provincial Fine Foods - About Cheese,Cheese Shops,Specialty Food,
Buster Rhino's,"Barbeque, Southern, Chicken Wings",Restaurants,$$
Amano,Italian,Restaurants,$$
Japan Eats,"Sushi Bars, Japanese",Restaurants,$$$
Amicos Pizza Ristorante,"Pizza, Sandwiches, Italian",Restaurants,$$
The Sweet Escape Patisserie,"Desserts, Coffee & Tea, Bakeries",Food,$$
Mare Pizzeria,"Pizza, Sandwiches, Italian",Restaurants,$
The Rock Oasis,Climbing,Active Life,
Afghan Cuisine,Afghan,Restaurants,$$
Power Up Game Bar,"Cocktail Bars, Arcades","Bars,Arts & Entertainment",$$
Hula Girl Espresso Boutique,Coffee & Tea,Food,$
Sparks Salons,"Eyelash Service, Nail Salons, Hair Salons",Beauty & Spas,$$$
Cloud Care Clinics,"Naturopathic/Holistic, Massage Therapy, Walk-in Clinics","Medical Centers,Doctors,Health & Medical",
Urban Barn,"Home Decor, Furniture Stores, Rugs",Home & Garden,$$
Sushitto On the Road,"Asian Fusion, Food Trucks","Restaurants,Food",$$
Menagerie Pet Shop,Pet Stores,Pets,
Costco Wholesale,Wholesale Stores,Shopping,$$
Float Toronto,"Health Retreats, Float Spa, Day Spas","Beauty & Spas,Health & Medical,Hotels & Travel",$$
Natural Solutions Salon & Spa,"Laser Hair Removal, Hair Salons, Day Spas","Beauty & Spas,Hair Removal",$$$
Churrasco of St Clair,"Barbeque, Portuguese",Restaurants,$$
Crimson Teas,Cafes,Restaurants,$
Mysteriously Yours Dinner Theatre,Dinner Theater,Restaurants,$$$$
Spring 'N Fresh Rolls,"Thai, Vietnamese",Restaurants,$
Tennessee,"British, Bars","Restaurants,Nightlife",$$
Japan Sushi,"Sushi Bars, Japanese",Restaurants,$$
Thai Green Chili,Thai,Restaurants,$$
Medulla & Co,"Makeup Artists, Hair Salons",Beauty & Spas,$$$
YamChops,"Juice Bars & Smoothies, Vegan, Vegetarian","Restaurants,Food",$$
Field Trip Cafe,Cafes,Restaurants,$
Timothy's World Coffee,Coffee & Tea,Food,$
Wing Machine,Chicken Wings,Restaurants,
Suite 114,Cocktail Bars,Bars,$$
Dance Cave,Dance Clubs,Nightlife,$$
Golden Hanger Cleaners,Laundry Services,Local Services,$$
Comwave,Internet Service Providers,"Professional Services,Home Services",
Downward Dog Yoga Centre,Yoga,Fitness & Instruction,
Queen West Animal Hospital,Veterinarians,Pets,
Toronto Temperance Society,Bars,Nightlife,$$$
The Market By Longo's,Grocery,Food,$$
Faema Caffe,Cafes,Restaurants,$$
Above Ground Art Supplies,Art Supplies,Arts & Crafts,$$
Air Transat,Airlines,Transportation,
Tundra,"Canadian (New), Bars","Restaurants,Nightlife",$$$
Toronto Eco Cleaning,Home Cleaning,Home Services,
Very Peri Chicken,"Pakistani, Portuguese",Restaurants,$$
Indochino,"Formal Wear, Accessories, Men's Clothing",Fashion,$$
iEscaped,"Challenge Courses, Escape Games",Active Life,
Glamour Secrets GS Beauty Bar - Commerce Court,"Hair Removal, Nail Salons, Hair Salons",Beauty & Spas,$$
Village Juicery,"Juice Bars & Smoothies, Live/Raw Food, Health Markets","Restaurants,Food,Specialty Food",$$
Pho VP,Vietnamese,Restaurants,$$
Duke of Somerset,"British, Pubs","Restaurants,Bars",$$
Sam's Congee Delight,Chinese,Restaurants,$
C P Auto Body,"Auto Repair, Body Shops",Automotive,
Iqbal Kebab & Sweet Centre,"Pakistani, Barbeque, Seafood",Restaurants,$$
Gare De L'est,"Bistros, French",Restaurants,$$$
La Chilaca Taqueria,Mexican,Restaurants,$
University of Toronto,Colleges & Universities,Education,
Canadian Watch Imports,"Watch Repair, Watches","Shopping,Local Services",
Nutbar,Cafes,Restaurants,$$
Han Shi Fang,"Chinese, Hot Pot",Restaurants,$$
Casa Coffee,"Coffee & Tea, Specialty Food",Food,$
Green Mango Boys,"Thai, Vietnamese",Restaurants,$
Mini Coupe,Hair Salons,Beauty & Spas,$$
Sorelle and Co,"Bakeries, Vegan, Cafes","Restaurants,Food",$$
The Corktown Kitchen,"Asian Fusion, Vietnamese, Sandwiches",Restaurants,$$
Yitz's Deli & Catering,Delis,Restaurants,$$
Bar Mercurio,Italian,Restaurants,$$$
My Roti Place,Indian,Restaurants,$$
Esso,Gas Stations,Automotive,
Porta Via Restaurant & Catering,"Sandwiches, Salad",Restaurants,$$
Peking Duck Kitchen,Chinese,Restaurants,$$
Chapters,Bookstores,"Books, Mags, Music & Video",$$
Winks Eyelash Boutique,Eyelash Service,Beauty & Spas,$$
P&H Salon and Spa,"Laser Hair Removal, Hair Salons, Day Spas","Beauty & Spas,Hair Removal",$$
Souv Like,Greek,Restaurants,$
Toronto Blue Jays,Professional Sports Teams,Arts & Entertainment,
Lee Town,Dim Sum,Chinese,$
Dora Keogh Irish Pub,Irish Pub,Bars,$$
Civello Uptown Salon,Hair Salons,Beauty & Spas,$$
Delta Hotels by Marriott Toronto East,"Venues & Event Spaces, Hotels","Event Planning & Services,Hotels & Travel",$$$
Resto Boemo,Comfort Food,Restaurants,
Szechuan Express,Chinese,Restaurants,$$
The Spoke Club,Social Clubs,Arts & Entertainment,
Mad Dog Cafe,"Coffee & Tea, Breakfast & Brunch, Cafes","Restaurants,Food",$$
The Anne Boleyn,"British, Pubs","Restaurants,Bars",$$
Terry's Hair Studio,Hair Salons,Beauty & Spas,$
Orient Express,"Chinese, Noodles",Restaurants,$$
Tony Shamas Hair & Laser,"Laser Hair Removal, Hair Salons","Beauty & Spas,Hair Removal",$$
Alexandros Take-Out,Greek,Restaurants,$
Revival,"Venues & Event Spaces, Dance Clubs","Event Planning & Services,Nightlife",$$
The Done Right Inn,Dive Bars,Bars,$
Godspeed Brewery,Breweries,Food,$$
Sizzler Kabab,"Indian, Pakistani",Restaurants,$
Lambretta Pizzeria & Wine Bar,"Pizza, Italian",Restaurants,$$
Nick's Custom Boots,"Shoe Repair, Shoe Stores","Local Services,Fashion",$$
The Beguiling,"Bookstores, Comic Books","Books, Mags, Music & Video",$$
Napolitan Brick Oven Pizza,Pizza,Restaurants,$$
Chill Ice House,Bars,Nightlife,$$
Kitson & Co Sandwiches,Sandwiches,Restaurants,$$
Refinery Public House,"Burgers, Pubs","Restaurants,Bars",$
The Walton,Cocktail Bars,Bars,$$
Caribbean Taste,Caribbean,Restaurants,$
Sushi Gen,Sushi Bars,Restaurants,$$
Hakka No 1 Restaurant 2,Chinese,Restaurants,$
India Palace,Indian,Restaurants,
Tuckshop Kitchen,"Burgers, Convenience Stores, Sandwiches","Restaurants,Food",$
Laser by Tilda,Laser Hair Removal,Hair Removal,
Passage Tattoo,Tattoo,Beauty & Spas,$$
Yummy Stuff,"Desserts, Bakeries",Food,$$
Freshly Squeezed,Juice Bars & Smoothies,Food,$$
The Brick,"Appliances, Mattresses, Furniture Stores",Home & Garden,
Mr Thai,"Asian Fusion, Thai",Restaurants,$$
The Grover Pub,"Comfort Food, Pubs","Restaurants,Bars",$$
The Fox and Firkin,Pubs,Bars,$$
McSorley's Wonderful Saloon & Grill,"American (Traditional), Sports Bars, Pubs","Restaurants,Bars",$$
Hangry Burger,Burgers,Restaurants,$$
Bite Dental,"Orthodontists, General Dentistry, Cosmetic Dentists",Dentists,
EFS,Bars,Nightlife,$$$
Bazille at Nordstrom,"Canadian (New), Cocktail Bars","Restaurants,Bars",$$
Kitchen On Sixth,"British, Breakfast & Brunch",Restaurants,$$
Tom Jones Steakhouse & Seafood,"Steakhouses, Seafood",Restaurants,$$$
Scotiabank,Banks & Credit Unions,Financial Services,
Crave Grill House,Halal,Restaurants,$$
Burrito Gordito,Mexican,Restaurants,$
Piedmont Coffee Bar,Coffee & Tea,Food,$$
Hero Certified Burgers - Yonge & Irwin,Burgers,Restaurants,$$
Propeller Coffee,Coffee & Tea,Food,$$
Nijo Japanese Restaurant,Japanese,Restaurants,$$
The Piston,"Lounges, Music Venues","Bars,Arts & Entertainment,Nightlife",$$
The Goods,"Vegan, Salad, Vegetarian",Restaurants,$$
Phoenix,"Asian Fusion, Chinese",Restaurants,$$
WingBurger,"Burgers, Chicken Wings",Restaurants,$$
Olio,Mediterranean,Restaurants,$$
Furama Cake and Desserts Garden,"Bakeries, Chinese","Restaurants,Food",$
Bestco Food Mart,Grocery,Food,$$
Bloorcourt Veterinary Clinic,"Pet Services, Veterinarians",Pets,
Celena's Bakery,Bakeries,Food,$$
System Fitness,"Yoga, Gyms, Trainers",Fitness & Instruction,
Be Fabulous Lash & Laser Clinic,"Laser Hair Removal, Eyelash Service, Eyebrow Services","Beauty & Spas,Hair Removal",$$
LensCrafters,"Optometrists, Eyewear & Opticians","Health & Medical,Shopping",$$
Café 260,"Coffee & Tea, Art Galleries","Food,Arts & Entertainment,Shopping",$$
241 Pizza,Pizza,Restaurants,$
Cafe Plenty,"Coffee & Tea, Sandwiches","Restaurants,Food",$
The 6 Burger Bar,"Burgers, Greek, Poutineries",Restaurants,$
Cocoberry Cafe Dixie,,,
Pita Q Restaurant,"Mediterranean, Middle Eastern",Restaurants,$
Jerk Spot,Caribbean,Restaurants,$
Tutti Frutti,Health Markets,Specialty Food,$$
Radisson Admiral Hotel Toronto-Harbourfront,Hotels,"Event Planning & Services,Hotels & Travel",$$
Petals,"Hair Removal, Nail Salons, Day Spas",Beauty & Spas,$$
Civil Liberties,Cocktail Bars,Bars,$$
Wenona Craft Beer Lodge,"Canadian (New), Bars","Restaurants,Nightlife",$$
Smile Dessert,Desserts,Food,$
Grillway Subs & Burgers,"Canadian (New), Greek, Mediterranean",Restaurants,$
Original Congee,"Chinese, Noodles",Restaurants,$
Hairy Tarantula Comics & Games,"Comic Books, Hobby Shops","Books, Mags, Music & Video,Shopping",$$$
The Raq,"Dance Clubs, Pool Halls, Bars",Nightlife,$$
Remington's Men of Steel,Adult Entertainment,Nightlife,$$
Kimchi House,Korean,Restaurants,$$
Alma Natural Spa,"Waxing, Skin Care, Day Spas","Beauty & Spas,Hair Removal",$$
Romni Wool,Knitting Supplies,Shopping,$$$
Belljar Cafe,"Sandwiches, Cafes",Restaurants,$$
Yumi Japanese Restaurant,Japanese,Restaurants,$$
Pho Jade,Vietnamese,Restaurants,$
Ciro's,"Canadian (New), Thai, Dive Bars","Restaurants,Bars",$$
Millwood Melt Grilled Cheesery,"Specialty Food, Sandwiches","Restaurants,Food",$
Orbit Room,Music Venues,"Arts & Entertainment,Nightlife",$$
Kushimaru,Japanese,Restaurants,
Mick E Fynn's,"Sports Bars, Pubs",Bars,$$
Mary MacLeod's Shortbread,Bakeries,Food,
Vindaloo Indian Cuisine,Indian,Restaurants,$$
Hakka No. 1,Chinese,Restaurants,
Cut The Cheese,Canadian (New),Restaurants,$$
Archers Arena,"Venues & Event Spaces, Archery","Event Planning & Services,Active Life",
Paramount Lebanese Kitchen,Lebanese,Middle Eastern,$$
Freshwest Grill,Tex-Mex,Restaurants,$
Stillwater Spa,"Hotels, Day Spas","Beauty & Spas,Event Planning & Services,Hotels & Travel",$$$
Vinny's Panini,Sandwiches,Restaurants,$
Tika Tea House,Bubble Tea,Food,$$
Salmon Lovers,"Sushi Bars, Japanese",Restaurants,$$
Chef 88,Chinese,Restaurants,$$
The Opera House,Music Venues,"Arts & Entertainment,Nightlife",$$
Patisserie Sebastien,Bakeries,Food,$$
The Coffee Lab,Coffee & Tea,Food,$
Reactive Ink,"Tattoo, Piercing",Beauty & Spas,$
Cineplex Cinemas,Cinema,Arts & Entertainment,
Mr. Greek,"Greek, Fast Food, Mediterranean",Restaurants,$$
Gull & Firkin,Pubs,Bars,$$
Il Covo,Italian,Restaurants,$$$
BMW Toronto,Car Dealers,Automotive,
Stella Resto,Pop-Up Restaurants,Restaurants,
Cafe Bora,Desserts,Food,
Bloor Fruit Market,Fruits & Veggies,Specialty Food,$
Serenity Spa & Lounge,"Laser Hair Removal, Skin Care, Day Spas","Beauty & Spas,Hair Removal",$$
Paisano,"Pizza, Italian",Restaurants,$$
Diyijia,Chicken Shop,Restaurants,$$
Hub Coffee,"Coffee & Tea, Breakfast & Brunch, Sandwiches","Restaurants,Food",$
Castro's Lounge,Pubs,Bars,$$
One Pear Cafe,Cafes,Restaurants,
Toronto Animal Services East Shelter,Animal Shelters,Pets,
Riverdale Farm,"Zoos, Parks",Active Life,
Battle Sports,"Recreation Centers, Archery",Active Life,
Global Imperial Cuisine,Chinese,Restaurants,$$
Pizzeria Oro di Napoli,"Pizza, Italian",Restaurants,$$
Pho U,"Vietnamese, Chinese",Restaurants,$
Churrasco Portugril,Portuguese,Restaurants,$$
Aphrodite Spa & Nails,"Nail Salons, Day Spas",Beauty & Spas,$$
The Greater Good Bar,Bars,Nightlife,$$
Paul's Spaghetti,Italian,Restaurants,$$
7 Dim Sum,Dim Sum,Chinese,$$
Banh Mi Ba Le,"Vietnamese, Sandwiches",Restaurants,$
Freezone JaYuGongGan Karaoke,Karaoke,Nightlife,$
barre3,"Pilates, Yoga, Barre Classes",Fitness & Instruction,
Bright Pearl Seafood Restaurant,Dim Sum,Chinese,$$
Westwood Grill,"Asian Fusion, Thai, Dim Sum","Restaurants,Chinese",$$
Moong Japanese Fusion Restaurant,"Sushi Bars, Japanese",Restaurants,$$
Organic Boutique,Specialty Food,Food,$$$
Churchill,Bars,Nightlife,$$
Simon's Wok,"Chinese, Vegetarian",Restaurants,$
YYOGA Queen Street West,"Pilates, Yoga, Barre Classes",Fitness & Instruction,
Fleur Du Jour,Patisserie/Cake Shop,Food,
Hansik Korea,"Seafood, Korean",Restaurants,$$
Graffiti Alley,Public Art,Local Flavor,
SimplyTire,Tires,Automotive,
Sweetgrass Spa,"Massage, Cosmetics & Beauty Supply, Day Spas","Beauty & Spas,Shopping",$$$
Walrus Pub & Beer Hall,Pubs,Bars,$$$
North of Bombay,"Indian, Vegan, Vegetarian",Restaurants,$$
Rancho Relaxo To Go,"Mexican, Fast Food, Vegan",Restaurants,$$
Plaza Latina,Food Court,Restaurants,$$
Brazil Bakery and Pastry,"Brazilian, Bakeries, Portuguese","Restaurants,Food",$
Mary Be Kitchen,Canadian (New),Restaurants,$$
Brennen Demelo Studio,"Makeup Artists, Eyebrow Services, Hair Salons",Beauty & Spas,$$
F1 Plumbing Services,Plumbing,Home Services,
Ali Baba,Middle Eastern,Restaurants,$
Salt and Tobacco,"Pizza, Salad",Restaurants,$$
Wok Of Asia,"Hakka, Thai","Restaurants,Chinese",$
Studio Kim,"Sewing & Alterations, Dry Cleaning","Laundry Services,Local Services",
Ferré Sposa,Bridal,Shopping,$$
Home Hardware Stores,Hardware Stores,Home & Garden,$$
Lan Restaurant,Vietnamese,Restaurants,$$
Wallflower,"Canadian (New), Bars","Restaurants,Nightlife",$$
Diamond Pizza,Pizza,Restaurants,$
Kal Tire,"Auto Repair, Tires",Automotive,
One Of A Kind,Arts & Crafts,Shopping,$$$
Sambuca Grill,Italian,Restaurants,$$
Kops Records,Vinyl Records,"Books, Mags, Music & Video",$$
Atlas Espresso Bar,"Coffee & Tea, Breakfast & Brunch","Restaurants,Food",$
Basil Thai Kitchen,"Thai, Malaysian",Restaurants,$$
Parka Food Co,"Comfort Food, Burgers, Vegan",Restaurants,$$
Flaming Stove,"Diners, Breakfast & Brunch, Middle Eastern",Restaurants,$
The BREL Team,"Real Estate Agents, Real Estate Services",Real Estate,
Mini Moe's Burgers,Burgers,Restaurants,$$
The Chocolateria,Chocolatiers & Shops,Specialty Food,$$
The Groomery Spa & Bistro,Pet Groomers,Pet Services,
Mama Earth Organics,Food Delivery Services,Food,$$
Ramen Misoya,Ramen,Japanese,
Hong Fatt B-B-Q,"Barbeque, Chinese",Restaurants,$
Riverdale Perk Cafe,"Breakfast & Brunch, Sandwiches, Cafes",Restaurants,$$
EB Games,Video Game Stores,"Books, Mags, Music & Video",$$
Fixt Wireless Repair,"Mobile Phone Repair, Mobile Phone Accessories, Mobile Phones","IT Services & Computer Repair,Shopping",
China Island,Chinese,Restaurants,$
Finch Station Passenger Pickup,Public Transportation,Transportation,
Trio Ristorante and Pizzeria,"Pizza, Italian",Restaurants,$$$
Grinder Coffee,Coffee & Tea,Food,$$
Paintlounge,"Arts & Entertainment, Team Building Activities, Cafes","Restaurants,Event Planning & Services",$$
The Common II,Coffee & Tea,Food,$
Tilt Arcade Bar,"Bars, Arcades","Arts & Entertainment,Nightlife",$
Toronto Airport Marriott Hotel,"Venues & Event Spaces, Hotels","Event Planning & Services,Hotels & Travel",$$$
Mashu Mashu Mediterranean Grill,Mediterranean,Restaurants,$$
SoftMoc,Shoe Stores,Fashion,$$
Northern Belle,"Coffee & Tea, Cocktail Bars, Cafes","Restaurants,Food,Bars",$$
King Place,"Indian, Pakistani",Restaurants,$$
Pusateri fine foods,"Caterers, Florists, Food Delivery Services","Food,Event Planning & Services,Flowers & Gifts",$$$
Mystery Room,"Challenge Courses, Escape Games",Active Life,
Bacchanal,French,Restaurants,$$$
The Monkey Bar,"Canadian (New), French, Italian",Restaurants,$$$
Zanzibar,Adult Entertainment,Nightlife,$$
iRepair,"Mobile Phone Repair, Electronics Repair","IT Services & Computer Repair,Local Services",
Luscious Desserts,"Asian Fusion, Desserts","Restaurants,Food",$$
ServiceOntario,Public Services & Government,,
Burgs,"Canadian (New), Sports Bars","Restaurants,Bars",$$
Archive,"Wine Bars, Tapas/Small Plates","Restaurants,Bars",$$
Rexall Pharma Plus,Drugstores,Shopping,$$
Reunion Island Coffee,"Coffee & Tea, Reunion, Coffee Roasteries","Food,French",$$
Latin World,"Imported Food, Latin American","Restaurants,Food",$$
Planet Nails,Nail Salons,Beauty & Spas,$$
Funnel Cake Express,Desserts,Food,$$
Ka Chi Korean Restaurant,Korean,Restaurants,$
Formocha North York,"Coffee & Tea, Juice Bars & Smoothies",Food,$
Cheries Dressmaking,Sewing & Alterations,Local Services,
Nicey's,Caribbean,Restaurants,$
Mr Souvlaki,Greek,Restaurants,
The Portuguese Chicken Guys,Portuguese,Restaurants,$
Fox and Jane Salon,Hair Salons,Beauty & Spas,$$
Steve's Music Store,"Musical Instruments & Teachers, Musical Instrument Services","Shopping,Local Services",$$
Mr Kiwi Rice & Noodle Bar,Asian Fusion,Restaurants,$$
Hogtown Vegan,Vegan,Restaurants,$$
Mr Greek Mediterranean Grill,Mediterranean,Restaurants,$$
Church Street Espresso,Coffee & Tea,Food,$$
OBQ Burger,"Burgers, Sandwiches",Restaurants,$$
Crunch Fitness College Park,"Yoga, Trainers, Gyms",Fitness & Instruction,
Pho Dau Bo,Vietnamese,Restaurants,$
Daniel et Daniel,"Caterers, Party & Event Planning",Event Planning & Services,
Jealous Bridesmaids Bridal Studio,Bridal,Shopping,$$
CHANGE Lingerie,"Swimwear, Lingerie",Fashion,$$
I'll Be Seeing You,"Comfort Food, Cocktail Bars","Restaurants,Bars",$$
Over the Rainbow,"Women's Clothing, Accessories, Men's Clothing",Fashion,$$$
Sushi Box,Japanese,Restaurants,$$
Ward's Island,"Beaches, Parks",Active Life,
The Abbott,Coffee & Tea,Food,$
Vena's Restaurant,Caribbean,Restaurants,$
Upper Deck By Fran's,"American (Traditional), Bars, Venues & Event Spaces","Restaurants,Event Planning & Services,Nightlife",$$
Sauce on the Danforth,"Lounges, Champagne Bars, Beer Bar",Bars,$$
Mattachioni,"Pizza, Bakeries, Italian","Restaurants,Food",$$
Curry Kitchen,Indian,Restaurants,$
BeHot Yoga Toronto,"Yoga, Specialty Schools","Education,Fitness & Instruction",
Tat-A-Rama,Tattoo,Beauty & Spas,$$$
Mushkaki's,"Burgers, African, Sandwiches",Restaurants,$
Rosemary & Thyme Family Restaurant,"Canadian (New), Breakfast & Brunch, Greek",Restaurants,$
Neighbor Wang,"Chinese, Noodles",Restaurants,$$
Pho Xua,"Thai, Vietnamese",Restaurants,$
Curry & Co,"Indian, Halal",Restaurants,$
Myoungdong Chammat Kalguksu,"Korean, Hot Pot",Restaurants,$$
Malado Sushi,"Korean, Sushi Bars, Japanese",Restaurants,$$
When The Pig Came Home,"Delicatessen, Sandwiches","Restaurants,Food",$$
Aden Camera,"Hobby Shops, Photography Stores & Services",Shopping,$$$
Sahan Restaurant,"Steakhouses, African",Restaurants,$$
The Carousel Café,"American (Traditional), Cafes",Restaurants,$$
The Garrison,Music Venues,"Arts & Entertainment,Nightlife",$$
Crafty Coyote,Pubs,Bars,$$
Rikkochez,"Mediterranean, Middle Eastern",Restaurants,$$
Edge Walk,Challenge Courses,Active Life,
Keating Channel Pub & Grill,"Seafood, Canadian (New), Pubs","Restaurants,Bars",$$
Times Square Diner,Diners,Restaurants,$$
Duck,Chinese,Restaurants,$
Spectacle,Eyewear & Opticians,Shopping,$$$
DashVapes - Toronto,Vape Shops,Shopping,$$
Henderson Brewing,Breweries,Food,$$
Elchi Chai Shop,Coffee & Tea,Food,$$
La Bruschetta Restaurant,Italian,Restaurants,$$$
Tea N Bannock,"Canadian (New), American (Traditional)",Restaurants,$$
Leslieville Animal Hospital,Veterinarians,Pets,
The Bull: A Firkin Pub,Pubs,Bars,$$
Dos Amigos Tacos,Food Trucks,Food,
Herbs & Nutrition,Health Markets,Specialty Food,$$
Bahn Thai Spa Traditional Thai Massage & Wellness Centre,"Day Spas, Massage Schools, Massage","Beauty & Spas,Specialty Schools",$$
Convenience,"Canadian (New), Bars","Restaurants,Nightlife",$$
Osteria Ciceri e Tria,Italian,Restaurants,$$
Massage Matters,"Day Spas, Chiropractors, Massage","Beauty & Spas,Health & Medical",$$
Billy's Souvlaki Place,Greek,Restaurants,$
Toronto General Hospital,Hospitals,Health & Medical,
Nama Sushi,"Salad, Sushi Bars, Japanese",Restaurants,$$
Artisano Bakery,"Coffee & Tea, Bakeries, Sandwiches","Restaurants,Food",$$
Take Sushi,Sushi Bars,Restaurants,
Savoury Grounds,Coffee & Tea,Food,$
Rexall,Pharmacy,Health & Medical,
Maggie's Diner,Breakfast & Brunch,Restaurants,$$
Booboo Pet Grooming Services,Pet Groomers,Pet Services,
Zane Patisserie,"Desserts, Bakeries",Food,$$
Twin Image Hairdressing,Hair Salons,Beauty & Spas,$$
Underground Garage,"Music Venues, Dive Bars","Bars,Arts & Entertainment,Nightlife",$$
Magic Pony,Toy Stores,Shopping,
The Printing House,"3D Printing, Printing Services, Graphic Design","Professional Services,Local Services",
Evergreen Natural Foods,Health Markets,Specialty Food,$$
Wellesley Animal Hospital,Veterinarians,Pets,
The Elgin & Winter Garden Theatre Centre,Performing Arts,Arts & Entertainment,
The Junction Grill,"Creperies, Breakfast & Brunch, Sandwiches",Restaurants,$
Bread & Butter,"German, Delis",Restaurants,$
Cornerstone Physiotherapy,"Acupuncture, Massage Therapy, Physical Therapy",Health & Medical,
Pam's Caribbean Kitchen,Caribbean,Restaurants,$$
Tony's & Nick's Place,Pizza,Restaurants,$
Cauldron Ice Cream,Ice Cream & Frozen Yogurt,Food,
Hoki Poke,Poke,Food,$$
Sapporo Sushi,Japanese,Restaurants,$$
Ride Away Bikes,"Bikes, Bike Repair/Maintenance","Sporting Goods,Local Services",$
Wonder Pens,"Cards & Stationery, Office Equipment","Event Planning & Services,Arts & Crafts,Shopping,Flowers & Gifts",$$
Doner Mania,Canadian (New),Restaurants,
Co-op Cabs,Taxis,Transportation,
Sugar Beach,Beaches,Active Life,
Good Day Hairshop,Hair Salons,Beauty & Spas,$$
Safari Bar & Grill,"American (Traditional), Bars, Pool Halls","Restaurants,Nightlife",$$
Ten Mile Aroma,Chinese,Restaurants,$
Brickyard Bistro,"Wine Bars, French","Restaurants,Bars",$$
Balsamico Ristorante,Italian,Restaurants,$$
X-Nail & Spa,Nail Salons,Beauty & Spas,$
Saigon Flower Restaurant,"Imported Food, Vietnamese, Chinese","Restaurants,Food",$$
AMA,"Bars, Argentine, Italian","Restaurants,Nightlife",$$
Ten Ren Tea Company,Coffee & Tea,Food,$
Forever 21,"Women's Clothing, Accessories, Men's Clothing",Fashion,$
Toronto Coach Terminal,Transportation,Hotels & Travel,
Full Stop,Coffee & Tea,Food,$
Shopsy's Deli & Restaurants,"Caterers, Delis","Restaurants,Event Planning & Services",$$
Curl Ambassadors,Hair Salons,Beauty & Spas,$$
Tall Ship Cruises Toronto - Tall Ship Kajama,Tours,Hotels & Travel,
Rorschach Brewing Company,Brewpubs,Breweries,$$
Sukoshi Mart,Convenience Stores,Food,$$
Meating on Queen,"Meat Shops, Butcher","Food,Specialty Food",$$
Hair Dynamix,"Skin Care, Barbers, Hair Salons",Beauty & Spas,$$
Cameron House,"Music Venues, Bars","Arts & Entertainment,Nightlife",$
Minh Chau Optical,Eyewear & Opticians,Shopping,$$$
